"filename", "language", "Markdown", "PHP", "XML", "JSON", "MS SQL", "Properties", "JavaScript", "HTML", "Docker", "CSS", "Ini", "YAML", "comment", "blank", "total"
"/home/ser/Projects/Docker/site2/sql/article.sql", "MS SQL", 0, 0, 0, 0, -129, 0, 0, 0, 0, 0, 0, 0, -1, -6, -136
"/home/ser/Projects/Docker/site2/sql/articleListView/author.sql", "MS SQL", 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, -2, -41
"/home/ser/Projects/Docker/site2/sql/articleListView/select.sql", "MS SQL", 0, 0, 0, 0, -63, 0, 0, 0, 0, 0, 0, 0, -4, -3, -70
"/home/ser/Projects/Docker/site2/sql/audio.sql", "MS SQL", 0, 0, 0, 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, -3, -29
"/home/ser/Projects/Docker/site2/sql/author.sql", "MS SQL", 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, -5, -25
"/home/ser/Projects/Docker/site2/sql/category.sql", "MS SQL", 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, -2, -15
"/home/ser/Projects/Docker/site2/sql/database.sql", "MS SQL", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5
"/home/ser/Projects/Docker/site2/sql/img.sql", "MS SQL", 0, 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, -5, -30
"/home/ser/Projects/Docker/site2/sql/img_cache.sql", "MS SQL", 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7
"/home/ser/Projects/Docker/site2/sql/language.sql", "MS SQL", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, -1, -10
"/home/ser/Projects/Docker/site2/sql/links.sql", "MS SQL", 0, 0, 0, 0, -40, 0, 0, 0, 0, 0, 0, 0, -3, -5, -48
"/home/ser/Projects/Docker/site2/sql/persons.sql", "MS SQL", 0, 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, 0, -2, -4, -31
"/home/ser/Projects/Docker/site2/sql/rights.sql", "MS SQL", 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, -1, -14
"/home/ser/Projects/Docker/site2/sql/translate_entities.sql", "MS SQL", 0, 0, 0, 0, -133, 0, 0, 0, 0, 0, 0, 0, -7, -3, -143
"/home/ser/Projects/Docker/site2/sql/translate_keys.sql", "MS SQL", 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, -5, -3, -76
"/home/ser/Projects/Docker/site2/tests/Unit/Domain/Image/ImageTest.php", "PHP", 0, -735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, -90, -868
"/home/ser/Projects/Docker/site2/tests/Unit/Infrastructure/Controllers/Sitemap/DefaultAction/SitemapDTOFactoryTest.php", "PHP", 0, -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -63
"/home/ser/Projects/Docker/site2/tests/Unit/Infrastructure/Controllers/Sitemap/DefaultAction/SitemapDTOTest.php", "PHP", 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -21
